tweet_userId,track_title,count
26432623.0,American Woman,2
26432623.0,An Old Raincoat Won't Ever Let You Down,5
26432623.0,And I Love Her,3
26432623.0,And If Venice Is Sinking,2
26432623.0,Angel,4
26432623.0,Another Brick in the Wall,2
26432623.0,Another Day in Paradise,2
26432623.0,Any Colour You Like,2
26432623.0,As Long as You Follow,4
26432623.0,Astradyne,4
26432623.0,At the Zoo,2
26432623.0,Autumn Leaves,2
26432623.0,Average Person,2
26432623.0,Back to Life,2
26432623.0,Band on the Run,3
26432623.0,Barrytown,2
26432623.0,Be Right,2
26432623.0,Beast of Burden,2
26432623.0,Benedictus,2
26432623.0,Better Things,2
26432623.0,Big Log,2
26432623.0,Bip Bop,2
26432623.0,Birthday,2
26432623.0,Bitches Brew,4
26432623.0,Blue Clear Sky,2
26432623.0,Blue Money,2
26432623.0,Blue World,5
26432623.0,Bodhisattva,3
26432623.0,Body Wishes,2
26432623.0,Bogey Music,3
26432623.0,Bohemian Rhapsody,2
26432623.0,Born Loose,2
26432623.0,Brand New Day,4
26432623.0,Breakfast in America,2
26432623.0,Breakwater,2
26432623.0,Building a Mystery,2
26432623.0,California Cotton Fields,2
26432623.0,California Dreamin,2
26432623.0,Call of the Wild,3
26432623.0,Camouflage,2
26432623.0,Can We Still Be Friends,2
26432623.0,Can't Have One Without the Other,2
26432623.0,Can't You Hear Me Knocking,3
26432623.0,Cecilia,2
26432623.0,Centerfold,2
26432623.0,Changes,3
26432623.0,Cheeseburger in Paradise,2
26432623.0,Cherish the Day,3
26432623.0,Child of Vision,2
26432623.0,Child of the Wild Blue Yonder,3
26432623.0,Cloudy,2
26432623.0,Colours Fly and Catherine Wheel,2
26432623.0,Come Running,5
26432623.0,Coming Up,2
26432623.0,Country Comfort,2
26432623.0,Coward of the County,2
26432623.0,Coyote,2
26432623.0,Crazy,3
26432623.0,Crimson and Clover,2
26432623.0,Cut Across Shorty,4
26432623.0,Dance,2
26432623.0,Dance Tonight,2
26432623.0,Dancing in the Street,5
26432623.0,Daughter of Darkness,2
26432623.0,Day-O,3
26432623.0,Dead Man's Rope,2
26432623.0,Dedicated to the One I Love,2
26432623.0,Delicious,4
26432623.0,Desire,2
26432623.0,Devil With a Blue Dress,2
26432623.0,Dictator,2
26432623.0,Dirty Old Town,2
26432623.0,Dirty Pool,3
26432623.0,Do the Right Thing,2
26432623.0,Domino,3
26432623.0,Don't Ask Me,2
26432623.0,Don't Let It Bring You Down,2
26432623.0,Don't Stop the Music,2
26432623.0,Down by the Sea,3
26432623.0,Down on the Promenade,2
26432623.0,Dreamer,2
26432623.0,Dreams,4
26432623.0,Drive South,2
26432623.0,Durham Town,2
26432623.0,East of Ginger Trees,3
26432623.0,Echo Beach,6
26432623.0,El Condor Pasa,2
26432623.0,El bimbo,2
26432623.0,Elegantly wasted,6
26432623.0,Eli's Coming,2
26432623.0,End of May,2
26432623.0,Engravings II,3
26432623.0,Even Better Than the Real Thing,3
26432623.0,Every Little Thing She Does is Magic,2
26432623.0,Every Night,2
26432623.0,Everywhere,6
26432623.0,Evil Ways,2
26432623.0,Fallen Angel,2
26432623.0,Far Too Canadian,4
26432623.0,Find a Reason to Believe,5
26432623.0,Fishnet Stockings,3
26432623.0,Footprints,2
26432623.0,Forever,2
26432623.0,Forever Young,2
26432623.0,Forty or Fifty,5
26432623.0,Freeze-Frame,4
26432623.0,From a Distance,2
26432623.0,Gasoline Alley,2
26432623.0,Glad Tidings,2
26432623.0,Gone Hollywood,4
26432623.0,Good Texan,2
26432623.0,Green Tambourine,3
26432623.0,Hand in My Pocket,2
26432623.0,Hang Fire,5
26432623.0,Hard Road,2
26432623.0,Have I Told You Lately,2
26432623.0,Hawaii Five-o,2
26432623.0,Hawkmoon 269,2
26432623.0,Heartland,4
26432623.0,Hearts,2
26432623.0,Heaven,4
26432623.0,Helpless Automaton,2
26432623.0,Helter Skelter,2
26432623.0,Here She Comes Now,2
26432623.0,Herr X,2
26432623.0,Hey You,2
26432623.0,Hit Me with Your Best Shot,3
26432623.0,Hollywood Perfume,2
26432623.0,Home,3
26432623.0,Hot Stuff,2
26432623.0,Hot for Teacher,3
26432623.0,Hotel Chambermaid,2
26432623.0,Hotel california,2
26432623.0,Houses in Motion,3
26432623.0,However Absurd,3
26432623.0,Hum Tum,2
26432623.0,Human,3
26432623.0,I Am Made of You,2
26432623.0,I Call Your Name,3
26432623.0,I Can Love You Better,2
26432623.0,I Can Still Make Cheyenne,2
26432623.0,I Count the Minutes,3
26432623.0,I Cross My Heart,2
26432623.0,I Didn't Want to Need You,2
26432623.0,I Don't Want to Talk About It,3
26432623.0,I Guess You're Right,5
26432623.0,I Know You're out There Somewhere,4
26432623.0,I Like It Like That,2
26432623.0,I Lost My Little Girl,5
26432623.0,I Love You,4
26432623.0,I Need a Lover,4
26432623.0,I Put a Spell on You,3
26432623.0,I Saw Her Again,3
26432623.0,I Should Of,2
26432623.0,I Think I Love You Too Much,4
26432623.0,I Was Only Joking,2
26432623.0,I Wish You Were Here,2
26432623.0,I Wouldn't Ever Change a Thing,4
26432623.0,I will survive,3
26432623.0,I'd Rather Go Blind,3
26432623.0,I'll Be Seeing You,2
26432623.0,I'm Going Slightly Mad,3
26432623.0,I'm Not Moving,2
26432623.0,I've Got a Funny Feeling,2
26432623.0,I've Got a Life,2
26432623.0,I've Got the World on a String,2
26432623.0,I've Had Enough,2
26432623.0,If I Ever Lose My Faith in You,2
26432623.0,If Leaving Me Is Easy,2
26432623.0,In Care of the Blues,2
26432623.0,In My Life,3
26432623.0,In Your Eyes,2
26432623.0,In a Big Country,3
26432623.0,In the Air Tonight,2
26432623.0,In the Beginning,3
26432623.0,Inside,3
26432623.0,It Can Happen,3
26432623.0,It Had to Be You,2
26432623.0,It Takes Two,6
26432623.0,It Was Love That We Needed,2
26432623.0,It's About Time,2
26432623.0,It's Alright,4
26432623.0,It's Not True,2
26432623.0,It's Not the Spotlight,3
26432623.0,It's a Beautiful Day,2
26432623.0,Jackie Wilson Said,3
26432623.0,Jealous Guy,2
26432623.0,Jeremy,2
26432623.0,Jet,3
26432623.0,Jo's Lament,5
26432623.0,Joey,3
26432623.0,Josie,2
26432623.0,Jump,6
26432623.0,Junk Food Junkie,2
26432623.0,Just Another Nervous Wreck,4
26432623.0,Just When I Needed You Most,2
26432623.0,Kansas City,2
26432623.0,Kashmir,2
26432623.0,Keep on Loving You,2
26432623.0,Kentucky Woman,3
26432623.0,Kid Charlemagne,2
26432623.0,Killer Queen,2
26432623.0,Killing Me Softly,3
26432623.0,Kiss Me,5
26432623.0,Lady Day,3
26432623.0,Lady Genevieve,2
26432623.0,Last Summer,4
26432623.0,Last Train Home,2
26432623.0,Leave My Heart Out of This,2
26432623.0,Legendary,4
26432623.0,Let Love Rule,2
26432623.0,Let Me Let Go,2
26432623.0,Let Me Roll It,5
26432623.0,Let's Go Crazy,2
26432623.0,Let's Pretend We're Married,3
26432623.0,Life's Been Good,4
26432623.0,Listen to What the Man Said,4
26432623.0,Little Latin Lupe Lu,2
26432623.0,Little Lies,2
26432623.0,Live and Let Die,5
26432623.0,Living on a Thin Line,2
26432623.0,Loaded Minds,2
26432623.0,Lola,3
26432623.0,Lonely at the Top,2
26432623.0,Lorca's Novena,5
26432623.0,Lost,3
26432623.0,Lost Paraguayos,5
26432623.0,Lost in you,2
26432623.0,Love Me Till the Sun Shines,2
26432623.0,Love Rescue Me,2
26432623.0,Love is a Stranger,2
26432623.0,Loveless,3
26432623.0,Loving Her Was Easier,3
26432623.0,MacPherson's Lament,2
26432623.0,Mack the Knife,2
26432623.0,Madame George,3
26432623.0,Maggie May,3
26432623.0,Magic,2
26432623.0,Mama Said,2
26432623.0,Man of Constant Sorrow,2
26432623.0,Mandolin Wind,2
26432623.0,Matchbox,2
26432623.0,Me and Charlie Talking,4
26432623.0,Me and Julio Down by the Schoolyard,2
26432623.0,Meditation Mama,2
26432623.0,Memphis Soul Song,2
26432623.0,Messages,3
26432623.0,Midnight Special,3
26432623.0,Midnight at the Oasis,2
26432623.0,Mirror in the Bathroom,3
26432623.0,Moondance,2
26432623.0,More Than Words,2
26432623.0,Morning Train,3
26432623.0,Motor of Love,2
26432623.0,Move Over Busker,4
26432623.0,Mull of Kintyre,2
26432623.0,My Old School,2
26432623.0,My Sharona,2
26432623.0,My Sweet Song,2
26432623.0,My Way of Giving,6
26432623.0,Name and Address,3
26432623.0,Never Alone,2
26432623.0,New Europeans,3
26432623.0,New Kid in Town,2
26432623.0,New Sensation,3
26432623.0,No Holding Back,2
26432623.0,No More Lonely Nights,5
26432623.0,No Use in Crying,2
26432623.0,Nod Your Head,3
26432623.0,Not Just a Train,2
26432623.0,Not One of Us,2
26432623.0,Nothing Too Much Just Out of Sight,2
26432623.0,Oh Marie,2
26432623.0,On the Way,3
26432623.0,One Night in Bankok,3
26432623.0,One Promise Too Late,2
26432623.0,One of These Days,2
26432623.0,Only Star in Heaven,2
26432623.0,Only a Hobo,3
26432623.0,Ooh Ooh Song,2
26432623.0,Other Arms,2
26432623.0,Our House,2
26432623.0,Our Station,2
26432623.0,Panama,2
26432623.0,Peace in the Neighbourhood,2
26432623.0,Peacetime,2
26432623.0,People Like Us,3
26432623.0,Photograph,3
26432623.0,Physical,2
26432623.0,Play that Funky Music,3
26432623.0,Play the Game,3
26432623.0,Please Don't Tell Me How the Story Ends,3
26432623.0,Poles Apart,3
26432623.0,Popstar,2
26432623.0,Pressure Drop,2
26432623.0,Private Emotion,3
26432623.0,Private Lives,4
26432623.0,Promises in the Dark,2
26432623.0,Psycho Killer,4
26432623.0,Purple Rain,7
26432623.0,Put Your Hand in Mine,3
26432623.0,Question,3
26432623.0,Raise a Little Hell,2
26432623.0,Raise the Dead of Wintertime,2
26432623.0,Ready Now,4
26432623.0,Rebel Heart,2
26432623.0,Refrigerator Car,2
26432623.0,Right About Now,2
26432623.0,Right Through You,2
26432623.0,Right by Your Side,2
26432623.0,Rikki Don't Lose That Number,3
26432623.0,River,4
26432623.0,Roadside Attraction,2
26432623.0,Rocks,4
26432623.0,Room to Breathe,2
26432623.0,Rope the Moon,2
26432623.0,Rumble in Brighton,2
26432623.0,Run Back Into Your Arms,9
26432623.0,Sadness Grows,2
26432623.0,Safe in My Garden,2
26432623.0,Sailing,5
26432623.0,Santa Maria,2
26432623.0,Sara,2
26432623.0,Saving Grace,2
26432623.0,Say You Love Me,2
26432623.0,Scarred and Scared,2
26432623.0,Seagull,2
26432623.0,Secret,3
26432623.0,See Me Through,2
26432623.0,See Your Sunshine,2
26432623.0,Seems Like a Long Time,3
26432623.0,Seen and Not Seen,3
26432623.0,Send Your Love,4
26432623.0,September Morn,2
26432623.0,Set Me Free,3
26432623.0,Seven Seas of Rhye,3
26432623.0,Sgt. Pepper's Lonely Hearts Club Band,4
26432623.0,She Blinded Me with Science,2
26432623.0,She'll Leave You With a Smile,2
26432623.0,She's Not There,2
26432623.0,She's Single Again,3
26432623.0,She's a Woman,2
26432623.0,She's in Love With the Boy,3
26432623.0,She's the Boss,3
26432623.0,Shelly My Love,10
26432623.0,Shinbone Alley,3
26432623.0,Show Biz Kids,2
26432623.0,Show Me,2
26432623.0,Silly Love Songs,3
26432623.0,Sincerely Yours,2
26432623.0,Sixteen Miles,2
26432623.0,Slave,4
26432623.0,Sleepwalk,2
26432623.0,Sloop John B,3
26432623.0,Smile,2
26432623.0,Smitten,7
26432623.0,Smoke on the Water,4
26432623.0,Some Guys Have All the Luck,4
26432623.0,Somebody Groovy,3
26432623.0,Somebody Up There Likes You,2
26432623.0,Something to Make You Happy,2
26432623.0,Sometimes When We Touch,2
26432623.0,Song Man,2
26432623.0,Song for Sharon,5
26432623.0,Soul on Soul,2
26432623.0,Space Age Love Song,2
26432623.0,Sparrow,5
26432623.0,Spring,5
26432623.0,Stairway to Heaven,3
26432623.0,Stand Back,2
26432623.0,Stardust,2
26432623.0,Start,2
26432623.0,Stay,2
26432623.0,Stolen Car,4
26432623.0,Stone Cold Crazy,2
26432623.0,Stop Your Sobbing,3
26432623.0,Straight for the Heart,2
26432623.0,Strangers Again,3
26432623.0,Sunshine of Your Love,3
26432623.0,Supersonic Rocket Ship,2
26432623.0,Superstar,2
26432623.0,Suspended in Time,2
26432623.0,Sweet Surrender,3
26432623.0,Sweet Thing,3
26432623.0,Take Me With U,3
26432623.0,Take a Chance With Me,2
26432623.0,Tear It Up,2
26432623.0,Tempus Fugit,5
26432623.0,Ten Rounds With Jose Cuervo,2
26432623.0,Texas Flood,2
26432623.0,That's All Right,2
26432623.0,The Dangling Conversation,2
26432623.0,The Downtown Lights,5
26432623.0,The First Step,2
26432623.0,The Hope for Next Year,2
26432623.0,The Keeper of the Stars,4
26432623.0,The Last Farewell,3
26432623.0,The Lion Sleeps Tonight,2
26432623.0,The Logical Song,2
26432623.0,The Long and Winding Road,2
26432623.0,The Man,2
26432623.0,The Mystery,2
26432623.0,The Name Game,2
26432623.0,The Only Living Boy in New York,3
26432623.0,The Overload,2
26432623.0,The Prayer,3
26432623.0,The Prisoner,2
26432623.0,The River,2
26432623.0,The Sound of Silence,3
26432623.0,The Sweetest Gift,4
26432623.0,The Three Bells,3
26432623.0,The Thunder Rolls,2
26432623.0,The Trial,2
26432623.0,The Unforgettable Fire,2
26432623.0,The Working Hour,4
26432623.0,There She Goes,2
26432623.0,These Are the Days of Our Lives,2
26432623.0,These Dreams of You,3
26432623.0,Thin Line Between Love and Hate,3
26432623.0,Things People Say,2
26432623.0,This Night Won't Last Forever,3
26432623.0,This Old Heart of Mine,4
26432623.0,This Precious Time,2
26432623.0,This War,2
26432623.0,Three Time Loser,4
26432623.0,Tied Up,2
26432623.0,Time the Avenger,2
26432623.0,Tin Pan Alley,2
26432623.0,To Claudia on Thursday,3
26432623.0,Together in Electric Dreams,4
26432623.0,Tom Sawyer,2
26432623.0,Tomorrow,3
26432623.0,Tomorrow Is a Long Time,3
26432623.0,Tonight,2
26432623.0,Tonight's the night,2
26432623.0,Tops,3
26432623.0,Touching the Untouchables,2
26432623.0,Transfusion,2
26432623.0,Trouble,3
26432623.0,True Blue,2
26432623.0,Tug of Peace,3
26432623.0,Tumble and Roll,2
26432623.0,Two Princes,2
26432623.0,Unchained Melody,2
26432623.0,Undercover of the Night,2
26432623.0,Up Front,2
26432623.0,Vehicle,2
26432623.0,Venus and Mars,5
26432623.0,Victim of Love,3
26432623.0,Victoria,4
26432623.0,Walking in Your Footsteps,2
26432623.0,Waltzing Matilda,3
26432623.0,Warm Love,2
26432623.0,Wasted Years,2
26432623.0,Water,2
26432623.0,Water in the Well,2
26432623.0,Waterfalls,2
26432623.0,We Can Work It Out,3
26432623.0,We Do What We're Told,2
26432623.0,We Got the Beat,3
26432623.0,We Will Rock You,2
26432623.0,We're Here for a Good Time,3
26432623.0,Weak,2
26432623.0,Werewolves of London,2
26432623.0,Western Promise,2
26432623.0,Wham,4
26432623.0,What Am I Gonna Do,5
26432623.0,What Do You Care,3
26432623.0,What Time Is It,2
26432623.0,What a Day That Was,2
26432623.0,When We Dance,4
26432623.0,When We Were the New Boys,4
26432623.0,When a Man's in Love,4
26432623.0,When the Leaves Come Falling Down,2
26432623.0,When the Whip Comes Down,2
26432623.0,When the World Is Running Down,3
26432623.0,Who Can It Be Now,2
26432623.0,Whole Lotta Love,4
26432623.0,Wild Angels,3
26432623.0,Wild Life,4
26432623.0,Wild Night,2
26432623.0,Wild Thing,4
26432623.0,Wipe out,2
26432623.0,Wonderful Remark,5
26432623.0,Wondering Where the Lions Are,4
26432623.0,Wrapped Around Your Finger,2
26432623.0,Wrapped Up in You,2
26432623.0,Wrecking Ball,2
26432623.0,Wreckless Love,2
26432623.0,Y.M.C.A,2
26432623.0,Yesterday,3
26432623.0,You Are Everything,3
26432623.0,You Got Me,2
26432623.0,You Got a Nerve,2
26432623.0,You Make Loving Fun,3
26432623.0,You Really Got Me,4
26432623.0,You Send Me,3
26432623.0,You Still Own Me,3
26432623.0,You Wear It Well,2
26432623.0,Young turks,4
26602743.0,Lifetime,2
26770552.0,Barry Sanders,2
27346009.0,Tell Them That She's Not Scared,2
28179431.0,Blow It Up,2
28179431.0,Get a Job,2
28179431.0,Post Break-Up Sex,2
28965917.0,Slippin' Into Darkness,2
29579918.0,Hold Me Down,2
30312901.0,Shot for Me,2
30605265.0,Can You Stop the Rain,2
30605265.0,I Can't Wait Another Minute,2
30646392.0,I Don't Think I Love You,2
31034779.0,The Don,2
31219443.0,Somebody That I Used to Know,2
31326187.0,Soul Mate,2
32202144.0,Take This Ring,2
32248214.0,Fast Times At Clairemont High,2
33005396.0,Beautiful,2
33067921.0,Rolling Stone,2
33332909.0,Sabotage,2
33337411.0,Hurricane,2
33652282.0,Don't Walk Away,2
34318694.0,Light the Fire Within,2
34562118.0,I Want It That Way,2
34625420.0,She,2
35305027.0,Mylo Xyloto,2
35688130.0,Lullaby,2
35707837.0,Paradise,2
36209319.0,The View From the Afternoon,2
36352943.0,Cafe,2
36722887.0,Kuta Rock City,2
36722887.0,Walk With Me in Hell,2
36794484.0,Jazzy Belle,3
36801121.0,Boo,2
36834029.0,Wonder Woman,2
37010402.0,We All Want Love,2
37059056.0,Fool in Love,2
37501294.0,Swim Good,2
37632292.0,Fix You,2
37632292.0,Paradise,2
37674358.0,Hot n Cold,2
37674358.0,I Get Around,2
38350859.0,Moshi Moshi,2
38403180.0,Happy,2
38409957.0,These Days,2
38508294.0,Beautiful Monster,2
38538725.0,Shot for Me,2
38538725.0,So Emotional,2
38732028.0,Hiding My Heart,2
38776599.0,Shine on You Crazy Diamond,2
38980844.0,Gotta Be You,2
39504700.0,I'll Be There for You,2
39625853.0,Where the Dead Ships Dwell,3
39682125.0,Initiation,2
39783390.0,The Heinrich Maneuver,2
39783390.0,We Are the People,2
39835776.0,Ven conmigo,2
40022841.0,You da One,2
40314439.0,Nobody Greater,2
40449559.0,Heimatlos,2
40706028.0,Umbrella,2
40806244.0,Thank You,2
40907719.0,More Than This,2
41016877.0,Hysteria,2
41117134.0,A Night to Remember,2
41299603.0,Whoa,2
41658654.0,The Number of the Beast,2
41944932.0,Ball Forever,2
42222639.0,Kings and Queens,2
42450020.0,The Way I Am,2
42529004.0,Mr. Know It All,2
42682526.0,Going in for Life,2
42774199.0,Monkey Man,2
42846760.0,Du hast,2
42846760.0,Fire Water Burn,2
42846760.0,The Ballad of Chasey Lain,2
43008581.0,Shawty,2
43008581.0,You,2
43588626.0,Make Me Proud,2
43737212.0,God's Gonna Cut You Down,2
43744604.0,Where My Girls At,2
44300719.0,Apple Is A,2
44778237.0,Seize the Day,2
45133032.0,This Isn't Everything You Are,2
45175243.0,Blackbird,2
45302993.0,Levels,2
45455536.0,Thank You,2
45462067.0,Center of the Stage,2
45588203.0,Big Dreams,2
45782571.0,Frances the Mute,2
46969663.0,Only Skin,2
47048507.0,Neutron Star Collision,2
47095511.0,Aqua Dementia,3
47099999.0,Blue,2
47130755.0,Transatlanticism,2
47846536.0,I Do,2
47904873.0,Oochie Wally,2
48922563.0,Have a Nice Day,2
48924422.0,Best Friend,2
48924422.0,Unbreak My Heart,2
49237118.0,Trust,2
49497310.0,Us Against the World,2
49647708.0,If She Knew,2
49859479.0,The Game Needed Me,2
49928185.0,Set Fire to the Rain,3
50224520.0,Voodoo,2
50224520.0,You Could Have It All,2
50877723.0,Marilyn Monroe,2
50895937.0,I'm Still Here,3
50895937.0,Stickwitu,2
51084694.0,Sorry,2
51084694.0,The Dreamer,2
51153033.0,Fool in Love,2
51449340.0,Emergency,2
51449340.0,Scream Aim Fire,2
51449340.0,crushcrushcrush,2
51474389.0,Closure,2
51586202.0,Lua de Cristal,2
51830246.0,Hey There Delilah,2
51857178.0,N,2
51970637.0,Something,2
52239603.0,Doing It Wrong,2
52310255.0,Don't Look Any Further,2
52310255.0,The Fixer,2
52472623.0,Wonderwall,2
52548122.0,She,3
52793396.0,Again,6
52793396.0,Chasing The Sun,3
52793396.0,G4L,2
52793396.0,Where Have You Been,2
52793396.0,You da One,2
53053928.0,Call Me Maybe,3
53053928.0,Starships,2
53259639.0,Mirror,2
53259639.0,Sunday Bloody Sunday,2
53633605.0,Fly Solo,3
53633605.0,Hopes and Dreams,2
53633605.0,Incompatible,2
53633605.0,Star of the Show,3
53633605.0,Top Floor,2
53633605.0,WTF,2
53686032.0,We Are Young,4
53790747.0,Boring,2
53794604.0,Loverboy,2
54171338.0,Mr. Simple,2
54231522.0,Mystery,2
54541850.0,Bassive,2
54541850.0,Jack It,2
54541850.0,Levels,3
54541850.0,Loca People,2
54843371.0,Listen to Your Heart,2
54920327.0,Jesus,2
55012109.0,Barbara Streisand,3
55012109.0,How to Love,4
55012109.0,No Beef,2
55012109.0,Party Rock Anthem,2
55012109.0,Sexy & I Know It,4
55012109.0,Take Care,5
55012109.0,Till the World Ends,2
55148515.0,Eu Nunca Amei Assim,2
55148515.0,I Wanna Love You,2
55148515.0,Live My Life,3
55148515.0,Take Me Away,2
55158640.0,Summer of Love,2
55158640.0,Unbroken,2
55317102.0,In the Mood,2
55902011.0,My Passion,2
56236325.0,Born n Raised,2
56519616.0,Out of Line,2
56876854.0,I'm Ok,2
57033234.0,Seduction,2
57099838.0,Out of Touch,2
57226048.0,Alejandro,3
57226048.0,Celebration,3
57226048.0,Glad You Came,2
57226048.0,My Heart Is Broken,3
57226048.0,Starships,5
57226048.0,Turn Up the Music,3
57226048.0,Where Have You Been,4
57226048.0,You da One,5
57412650.0,When I'm Gone,2
57427285.0,Armatage Shanks,2
57782426.0,Stare Into the Sun,2
58384868.0,It Will Rain,2
58495649.0,Nightcall,2
58555615.0,Give It All,2
58637506.0,Cupid,2
58937384.0,Before Dawn,2
58937384.0,Dreams,2
58937384.0,Englishman in New York,2
58937384.0,I Try,2
58937384.0,Into the Night,2
58937384.0,Love Will Follow,2
58937384.0,Rockaway to Sunset,2
58937384.0,San Diego,2
58937384.0,The Princess,2
58937384.0,Waiting in Vain,2
58981618.0,Catapult,2
58981618.0,Holiday,2
58995592.0,Don't Stay,2
59354671.0,Funky Ride,2
59598671.0,Set Fire to the Rain,2
59661346.0,Lord Knows,2
59721139.0,Make You Believe,2
59928720.0,Believe,2
59996187.0,Bad Boy,2
60189291.0,Menghapus Jejakmu,2
60227922.0,jangan pernah berubah,2
60228049.0,We Found Love,2
60295930.0,You're Beautiful,2
60407662.0,In the Air Tonight,2
60540059.0,Blue,2
60728396.0,Think Like a Man,2
61104762.0,Unwell,2
61607693.0,Cape Cod Kwassa Kwassa,2
61883230.0,Eu Vi Gnomos,2
62179064.0,Mistletoe,2
62431223.0,Bass Down Low,2
62431223.0,Gucci Gucci,2
62548041.0,Feeling,2
62558635.0,Zzzonked,3
62611340.0,One,2
62825595.0,Magic,2
62828642.0,Underwater Bimbos From Outer Space,2
63195876.0,Closure,3
63206138.0,Fuel,2
63206138.0,Till the Sky Falls Down,2
63380843.0,Move On,2
63494655.0,Sexy and I know it,2
63499480.0,The Question,2
63703047.0,Enchanted,2
63794372.0,Kill Again,2
63848585.0,Blackout,2
63876393.0,Teri Deewani,2
64035423.0,Ghost,2
64117228.0,Shot Caller,2
64405860.0,You,2
64431565.0,Crossroads,2
64434110.0,Love Don't Change,2
64434821.0,So Special,2
65043691.0,Every Time I Close My Eyes,2
65211922.0,Paradise,2
65211922.0,Replay,2
65667102.0,Gone Too Soon,3
65807116.0,Carmen,3
65854746.0,Sore Tugu Pancoran,2
65957248.0,Holidays in the Sun,2
66367017.0,I Have Nothing,2
66377424.0,Apologize,2
66592563.0,Seperti Kekasihku,2
66657569.0,A Thousand Years,3
66657569.0,Lovesong,2
66657569.0,Set Fire to the Rain,3
66921236.0,Semua tentangmu,2
67057254.0,Battery,2
67057254.0,Disposable Heroes,3
67057254.0,Headlong Flight,2
67057254.0,Shine on You Crazy Diamond,3
67057254.0,The Unforgiven II,2
67057735.0,Astronaut,2
67057735.0,Breakeven,3
67057735.0,I Don't Wanna Miss a Thing,2
67057735.0,Misunderstood,4
67057735.0,Something,2
67057735.0,Stereo Hearts,2
67057735.0,Tente outra vez,2
67711768.0,Take a Look Around,2
67799496.0,California Paradise,2
68017232.0,In the Mourning,2
68155673.0,Always,2
68415377.0,Epidemic of Hate,2
68415377.0,Forever,2
68415377.0,Promises Kept,2
69015072.0,Back to December,2
69276553.0,In the Dark,2
69284682.0,We Will Not Grow Old,2
69284682.0,Who You Are,2
69441189.0,Middle Finger,2
69448709.0,Lie,2
69448709.0,The Mirror,3
69572816.0,Bukan dia tapi aku,2
69930524.0,Drive By,2
70258947.0,Tudo Em Paz,2
70510441.0,Haven't met you yet,2
70552948.0,Paradise,2
70597666.0,Lonely,4
70680473.0,Crazy,2
70798736.0,The New Workout Plan,2
70923994.0,Somewhere Over the Rainbow,3
70971323.0,Respect,2
71369160.0,Shut It Down,2
71509667.0,Take Me Away,2
71509667.0,Wonderwall,2
71694580.0,Ghost Walking,2
72007495.0,Blue,2
72159747.0,Live My Life,2
72237419.0,I'll Always Remember You,2
72489839.0,Menemukanmu,2
73293595.0,Masih,2
73320310.0,Crazier,3
73825363.0,I'm going down,2
73965923.0,One Thing,2
74212906.0,My World,2
74488735.0,Broken,2
74488735.0,I Want You to Know,2
74488735.0,It Will Rain,2
74488735.0,My Sacrifice,2
74488735.0,Sepi Sekuntum Mawar Merah,2
74664546.0,Outside,2
74664546.0,Ride Around,2
74876414.0,My One and Only Love,2
74942193.0,Bon Bon,2
75050274.0,It Will Rain,2
75270967.0,The Lazy Song,2
